user_id,item_id,recommend,sentiment_analysis,posted
getf0kinn0sc0pedm9,440.0,False,0.0,2023-06-26
76561198141443390,730.0,True,2.0,2015-05-03
76561198097333029,570.0,True,1.0,2023-06-14
whodafuqisthisguilao,730.0,True,2.0,2015-08-06
Magjiikal,370480.0,True,2.0,2015-10-05
Magjiikal,313740.0,True,2.0,2015-12-17
ohnospaghet,1840.0,True,2.0,2014-12-17
ohnospaghet,440.0,True,0.0,2014-09-30
ohnospaghet,266210.0,True,2.0,2015-03-10
ohnospaghet,369200.0,True,1.0,2023-01-16
ohnospaghet,252490.0,False,0.0,2023-03-05
ohnospaghet,264200.0,True,2.0,2015-03-10
76561198050347115,292030.0,True,0.0,2023-03-19
2768820078,287700.0,True,1.0,2015-09-01
2768820078,730.0,False,1.0,2023-04-19
2768820078,310950.0,True,1.0,2023-04-18
2768820078,377160.0,True,1.0,2015-11-18
2768820078,221380.0,True,1.0,2015-08-08
2768820078,333950.0,True,1.0,2015-07-15
2768820078,222420.0,False,1.0,2015-06-12
2768820078,271590.0,True,1.0,2015-05-19
2768820078,298110.0,True,1.0,2015-05-11
2768820078,222440.0,True,1.0,2015-05-02
76561198056392326,259530.0,True,1.0,2023-02-07
76561198056392326,219640.0,False,1.0,2023-01-30
76561198056392326,269210.0,False,1.0,2023-01-30
2d4nk4m3,317470.0,False,2.0,2014-08-20
2d4nk4m3,47410.0,True,2.0,2014-03-18
76561198078478151,730.0,True,1.0,2023-04-10
exiaez,365450.0,True,1.0,2023-09-15
76561198095921854,245620.0,True,2.0,2015-05-01
EizanAratoFujimaki,70.0,True,2.0,2015-10-28
EizanAratoFujimaki,359550.0,False,0.0,2023-04-15
TeCool,274980.0,True,2.0,2014-12-15
TeCool,202090.0,True,2.0,2014-12-06
TeCool,339280.0,True,2.0,2015-04-11
TeCool,314130.0,False,0.0,2015-01-31
2xDelorean,570.0,True,2.0,2015-09-13
2xDelorean,212680.0,True,2.0,2013-07-26
2xDelorean,200210.0,True,2.0,2013-05-18
2xDelorean,440.0,True,2.0,2011-10-30
washington_,440.0,False,2.0,2023-08-19
washington_,4000.0,True,2.0,2023-08-19
washington_,211820.0,True,1.0,2023-08-19
washington_,10180.0,True,1.0,2023-08-19
washington_,252490.0,True,1.0,2023-08-19
washington_,417860.0,True,0.0,2015-12-13
jewxxl,251970.0,True,2.0,2015-05-18
76561198088944293,359550.0,True,0.0,2023-06-22
76561198088944293,107410.0,True,2.0,2023-07-14
76561198088944293,218230.0,False,1.0,2023-06-27
76561198088944293,437701.0,False,1.0,2023-03-08
76561198088944293,304930.0,True,1.0,2014-12-13
76561198092540221,400.0,True,2.0,2015-07-31
76561198092540221,620.0,True,2.0,2015-06-29
76561198092540221,238460.0,True,2.0,2015-06-29
76561198092540221,6060.0,True,2.0,2015-02-12
76561198092540221,440.0,True,2.0,2014-03-29
76561198051258119,730.0,True,2.0,2015-02-04
nubquake123,265610.0,True,2.0,2014-04-21
Pyromanic,31280.0,True,2.0,2013-02-15
Pyromanic,4000.0,True,2.0,2013-02-15
Pyromanic,240.0,True,2.0,2013-02-15
76561198109656922,440.0,True,2.0,2023-03-27
CobRazor,252490.0,True,1.0,2015-08-01
relesprit,8930.0,True,2.0,2013-12-27
WitchHunter4542,304930.0,True,2.0,2014-07-16
WitchHunter4542,237310.0,True,0.0,2015-01-13
WitchHunter4542,224260.0,True,2.0,2014-01-11
pwrt,230410.0,True,2.0,2015-09-03
pwrt,440.0,True,2.0,2014-01-20
wantmahbody,440.0,True,2.0,2014-05-03
76561198115868847,219640.0,False,0.0,2023-05-01
benedictcuminherbatch,570.0,True,2.0,2014-08-02
76561198031207016,8930.0,True,2.0,2014-03-17
76561198043458582,105600.0,True,2.0,2015-07-19
76561198043458582,221100.0,True,2.0,2015-05-26
76561198043458582,107410.0,True,2.0,2015-11-22
76561198043458582,231430.0,True,2.0,2014-10-18
smashiroshh,218620.0,True,2.0,2014-12-30
shark854,225540.0,True,2.0,2023-03-07
killbunny38,570.0,True,2.0,2015-01-22
killbunny38,333930.0,False,1.0,2015-08-20
76561198047630659,230410.0,False,2.0,2015-05-14
1337lolroflmao,271590.0,True,2.0,2015-04-13
1337lolroflmao,218620.0,True,0.0,2014-10-01
1337lolroflmao,219740.0,True,0.0,2013-12-28
1337lolroflmao,7940.0,True,2.0,2013-12-28
1337lolroflmao,234190.0,True,2.0,2014-11-30
1337lolroflmao,10180.0,True,2.0,2013-12-28
1337lolroflmao,33900.0,True,2.0,2013-12-28
1337lolroflmao,261030.0,True,2.0,2015-01-05
1337lolroflmao,243470.0,True,0.0,2014-12-23
sithjjf,302830.0,False,0.0,2015-09-01
76561198060039459,570.0,False,0.0,2014-10-04
OzfurAtlas,218620.0,False,1.0,2023-01-10
OzfurAtlas,4700.0,True,0.0,2023-09-12
OzfurAtlas,212680.0,True,0.0,2013-12-08
76561198065593074,304930.0,False,0.0,2015-11-06
76561198065593074,730.0,False,0.0,2023-06-25
76561198065593074,304050.0,True,2.0,2015-09-23
76561198065593074,203750.0,True,2.0,2014-05-31
76561198044169764,227940.0,False,2.0,2015-06-24
76561198044169764,355180.0,False,0.0,2015-07-22
76561198044169764,730.0,True,0.0,2023-03-20
76561198044169764,4000.0,True,1.0,2015-06-03
euzi,236390.0,True,2.0,2014-07-26
76561198074935997,221100.0,False,0.0,2023-05-15
76561198074935997,365590.0,False,1.0,2023-05-13
76561198074935997,299740.0,True,2.0,2023-07-10
76561198074935997,346110.0,False,2.0,2023-09-17
76561198074935997,275850.0,False,2.0,2023-08-16
76561198074935997,400800.0,False,0.0,2023-07-31
76561198074935997,252490.0,False,2.0,2023-06-29
76561198074935997,437220.0,False,2.0,2023-03-06
76561197961778802,730.0,True,2.0,2014-04-23
lucasrash,440.0,True,1.0,2023-09-08
76561198016602703,301520.0,False,0.0,2023-09-02
76561198016602703,433340.0,True,2.0,2023-07-23
thisissohardtomakeoneup,440.0,True,1.0,2014-04-12
76561198087010391,4000.0,True,2.0,2015-04-04
66666669999999,302830.0,False,1.0,2015-01-05
76561198061174192,220200.0,True,2.0,2014-09-14
76561198061174192,242760.0,True,0.0,2014-09-14
ReMiXOfficalSteam,352460.0,True,2.0,2015-10-12
Wilfire77,322920.0,True,2.0,2015-03-22
76561198084390807,234792.0,True,1.0,2015-12-01
76561198084390807,252490.0,True,2.0,2014-05-10
Mastic,304050.0,False,0.0,2015-08-01
Mastic,297130.0,True,2.0,2023-06-29
Mastic,397570.0,True,0.0,2023-03-25
Mastic,550.0,True,2.0,2014-12-30
Mastic,206420.0,True,2.0,2014-12-27
Mastic,278360.0,False,2.0,2023-07-07
76561198028286104,10180.0,True,2.0,2013-12-26
tarjla,242760.0,True,2.0,2023-08-26
tarjla,304930.0,True,2.0,2014-07-13
tarjla,441790.0,True,2.0,2023-08-26
tarjla,265750.0,True,2.0,2015-01-28
tarjla,252490.0,True,2.0,2014-05-08
tarjla,4000.0,True,2.0,2013-11-21
tarjla,211820.0,True,2.0,2013-12-07
tarjla,105600.0,True,2.0,2013-02-09
tarjla,251570.0,True,2.0,2023-08-26
tarjla,730.0,True,2.0,2014-01-09
deathnz1,233110.0,False,0.0,2023-07-18
deathnz1,322910.0,False,2.0,2023-07-16
deathnz1,276340.0,True,2.0,2014-12-26
readingthis4noobs,227940.0,True,2.0,2023-05-14
76561198104393251,304930.0,True,2.0,2015-03-13
76561198075322986,730.0,True,1.0,2023-03-30
redsncrimson,448530.0,True,2.0,2023-06-18
redsncrimson,304410.0,True,2.0,2023-03-20
redsncrimson,620.0,True,2.0,2023-03-20
redsncrimson,274920.0,True,1.0,2014-12-23
redsncrimson,211820.0,True,2.0,2013-12-26
redsncrimson,219890.0,True,2.0,2023-03-20
redsncrimson,49520.0,True,2.0,2013-05-18
redsncrimson,223510.0,True,2.0,2013-01-09
redsncrimson,440.0,True,2.0,2012-11-30
76561198151910904,252950.0,True,2.0,2023-04-22
H1DD3NT3RR0R,240.0,True,2.0,2014-03-10
H1DD3NT3RR0R,105600.0,True,2.0,2014-02-27
H1DD3NT3RR0R,204300.0,True,2.0,2013-11-25
H1DD3NT3RR0R,730.0,True,0.0,2014-06-11
H1DD3NT3RR0R,440.0,False,0.0,2015-09-04
H1DD3NT3RR0R,570.0,True,0.0,2014-06-18
76561198071214618,268750.0,True,2.0,2015-05-11
76561198115115631,570.0,True,2.0,2015-05-22
76561198071175142,570.0,True,1.0,2015-08-10
76561198071175142,271590.0,True,2.0,2015-07-07
t8s,360870.0,True,2.0,2015-05-13
t8s,730.0,True,2.0,2015-05-02
pikawuu2,230410.0,True,1.0,2023-03-12
pikawuu2,12900.0,True,2.0,2013-09-15
Sammeh00,301520.0,True,2.0,2014-11-04
Michaelele,6060.0,True,2.0,2014-08-07
Michaelele,730.0,True,2.0,2014-06-30
Michaelele,107410.0,True,2.0,2014-08-21
Michaelele,304930.0,True,2.0,2014-07-16
76561198045754869,335670.0,True,1.0,2015-08-07
76561198076098774,215080.0,True,2.0,2015-08-02
76561198103253374,570.0,True,0.0,2014-02-24
76561198048417105,271590.0,True,2.0,2015-12-28
76561198048417105,730.0,True,2.0,2015-02-27
76561198048417105,244160.0,True,2.0,2023-08-13
76561198048417105,270880.0,True,2.0,2023-02-14
76561198090842891,8190.0,True,2.0,2015-01-16
76561198055767971,247730.0,False,0.0,2015-06-10
76561197998052647,233630.0,True,2.0,2014-11-27
adohya343,303390.0,False,2.0,2023-02-24
76561198145436942,221100.0,True,2.0,2014-08-02
jjas01,208812.0,False,2.0,2014-11-03
jjas01,218620.0,False,2.0,2015-10-17
jjas01,243120.0,True,2.0,2013-10-08
jjas01,234140.0,True,1.0,2015-12-28
jjas01,204450.0,True,2.0,2014-05-08
jjas01,225260.0,True,2.0,2014-02-18
jjas01,50300.0,True,2.0,2013-10-27
jjas01,201810.0,True,2.0,2014-06-04
jjas01,212630.0,False,0.0,2023-07-09
jjas01,427820.0,False,0.0,2023-03-02
3xotic26,500.0,True,2.0,2014-02-26
3xotic26,440.0,True,2.0,2014-02-26
3xotic26,49520.0,True,2.0,2014-02-26
3xotic26,550.0,True,2.0,2013-07-15
iamthetrashlord,206420.0,True,2.0,2015-06-16
iamthetrashlord,213670.0,True,2.0,2014-07-20
3dster,550.0,True,2.0,2015-08-24
76561198079990063,231040.0,True,2.0,2014-03-14
Forty-Nine,221100.0,True,0.0,2014-08-28
Forty-Nine,376300.0,False,2.0,2023-01-11
76561198051017916,351040.0,True,1.0,2015-05-30
76561198051017916,250600.0,True,1.0,2014-05-26
L4M1NAS,227940.0,True,2.0,2023-08-15
L4M1NAS,437220.0,True,2.0,2023-03-25
L4M1NAS,221100.0,True,2.0,2015-03-05
76561198096766604,301520.0,False,2.0,2023-07-16
76561197995322437,264710.0,True,2.0,2015-07-23
imsojipper,218620.0,True,2.0,2014-07-07
76561198084542731,206420.0,True,1.0,2015-01-16
76561198084542731,47790.0,True,2.0,2014-02-16
76561198103671881,570.0,True,2.0,2015-04-11
mrpfresh,236110.0,True,0.0,2023-08-22
mrpfresh,346110.0,True,0.0,2015-10-16
mrpfresh,232790.0,True,2.0,2023-01-09
GamerFag,440.0,True,2.0,2012-07-15
GamerFag,70.0,True,0.0,2011-01-27
GamerFag,420.0,True,1.0,2011-01-27
GamerFag,380.0,True,2.0,2011-01-27
GamerFag,220.0,True,1.0,2011-01-27
GamerFag,1250.0,True,2.0,2010-12-16
EHS-R3AP3R,339230.0,False,0.0,2015-09-09
EHS-R3AP3R,349700.0,True,2.0,2015-10-15
EHS-R3AP3R,226700.0,True,2.0,2013-11-26
EHS-R3AP3R,209160.0,True,2.0,2013-12-12
chidori_647,219990.0,True,2.0,2013-12-15
chidori_647,213670.0,True,2.0,2014-03-05
chidori_647,21100.0,False,0.0,2013-11-30
chidori_647,8190.0,True,2.0,2013-12-02
chidori_647,215470.0,False,0.0,2013-11-28
76561198092227136,730.0,True,2.0,2014-09-11
76561198092227136,1250.0,True,1.0,2014-05-26
hellcat59,4000.0,True,2.0,2014-07-18
76561198007584361,401650.0,True,0.0,2015-09-10
tbimperator,35450.0,True,2.0,2012-05-22
Allahu_Akbar666,230410.0,True,2.0,2015-01-17
Allahu_Akbar666,304930.0,False,0.0,2014-10-24
ulramite,290020.0,True,2.0,2014-10-27
ulramite,248860.0,True,0.0,2014-02-08
ulramite,211820.0,True,2.0,2023-07-24
-GM-Dragon,226700.0,False,0.0,2014-03-08
-GM-Dragon,244850.0,True,2.0,2015-06-10
76561198054040292,298260.0,True,2.0,2015-03-13
76561198078799606,370240.0,False,0.0,2015-10-01
76561198078799606,730.0,True,2.0,2015-06-29
76561198078799606,233450.0,True,1.0,2014-05-02
I_DID_911_JUST_SAYING,214420.0,True,2.0,2023-06-27
I_DID_911_JUST_SAYING,365670.0,True,2.0,2023-06-26
I_DID_911_JUST_SAYING,440.0,True,2.0,2023-06-26
I_DID_911_JUST_SAYING,4000.0,True,2.0,2023-06-26
I_DID_911_JUST_SAYING,221260.0,True,2.0,2013-05-06
750805,369070.0,False,0.0,2023-03-24
750805,91310.0,False,0.0,2023-05-06
diabeticfuck,218620.0,True,2.0,2015-08-31
diabeticfuck,419070.0,True,1.0,2015-12-28
diabeticfuck,333930.0,False,0.0,2015-11-23
diabeticfuck,287700.0,True,1.0,2015-09-04
76561198054465623,302830.0,False,1.0,2015-01-10
76561198054465623,24240.0,True,2.0,2014-01-04
76561198054465623,39800.0,True,1.0,2015-04-24
76561198054465623,250600.0,True,0.0,2014-02-21
76561198054465623,105600.0,True,0.0,2015-07-13
76561198054465623,113020.0,True,2.0,2014-04-03
aaropro,440.0,True,2.0,2014-08-29
